PM10,PM2.5,오 존,이산화질소,일산화탄소,아황산가스,날짜,시간대
33.0,22.0,0.038,0.011,0.3,0.002,2021-04-08,4
31.0,27.0,0.036,0.013,0.3,0.002,2021-04-08,5
33.0,23.0,0.028,0.022,0.3,0.002,2021-04-08,6
37.0,21.0,0.016,0.035,0.3,0.002,2021-04-08,7
51.0,25.0,0.01,0.042,0.3,0.002,2021-04-08,8
46.0,26.0,0.017,0.046,0.3,0.003,2021-04-08,9
54.0,34.0,0.021,0.048,0.4,0.009,2021-04-08,10
59.0,36.0,0.039,0.036,0.6,0.009,2021-04-08,11
45.0,22.0,0.046,0.024,0.3,0.003,2021-04-08,12
33.0,14.0,0.052,0.01,0.3,0.002,2021-04-08,13
30.0,16.0,0.05,0.014,0.2,0.002,2021-04-08,14
33.0,15.0,0.053,0.017,0.3,0.002,2021-04-08,15
32.0,17.0,0.053,0.017,0.3,0.002,2021-04-08,16
30.0,21.0,0.054,0.016,0.3,0.002,2021-04-08,17
25.0,17.0,0.053,0.014,0.3,0.002,2021-04-08,18
26.0,16.0,0.052,0.01,0.3,0.002,2021-04-08,19
31.0,19.0,0.053,0.01,0.3,0.002,2021-04-08,20
29.0,25.0,0.056,0.009,0.3,0.002,2021-04-08,21
36.0,23.0,0.054,0.01,0.3,0.002,2021-04-08,22
36.0,23.0,0.048,0.01,0.3,0.002,2021-04-08,23
34.0,23.0,0.045,0.009,0.3,0.002,2021-04-09,0
33.0,24.0,0.043,0.01,0.3,0.002,2021-04-09,1
34.0,23.0,0.036,0.013,0.3,0.002,2021-04-09,2
35.0,23.0,0.037,0.011,0.3,0.002,2021-04-09,3
39.0,26.0,0.024,0.024,0.3,0.002,2021-04-09,4
34.0,23.0,0.023,0.021,0.3,0.002,2021-04-09,5
47.0,26.0,0.015,0.029,0.3,0.002,2021-04-09,6
49.0,29.0,0.009,0.039,0.3,0.002,2021-04-09,7
57.0,29.0,0.013,0.041,0.3,0.003,2021-04-09,8
59.0,27.0,0.024,0.033,0.4,0.004,2021-04-09,9
39.0,15.0,0.042,0.012,0.3,0.002,2021-04-09,10
45.0,25.0,0.048,0.016,0.3,0.003,2021-04-09,11
55.0,28.0,0.04,0.033,0.4,0.005,2021-04-09,12
52.0,32.0,0.054,0.029,0.4,0.004,2021-04-09,13
44.0,26.0,0.06,0.026,0.3,0.004,2021-04-09,14
42.0,26.0,0.057,0.027,0.3,0.003,2021-04-09,15
31.0,20.0,0.062,0.015,0.3,0.006,2021-04-09,16
40.0,17.0,0.051,0.017,0.3,0.003,2021-04-09,17
37.0,21.0,0.045,0.023,0.3,0.003,2021-04-09,18
22.0,10.0,0.046,0.018,0.3,0.002,2021-04-09,19
26.0,13.0,0.049,0.01,0.3,0.002,2021-04-09,20
30.0,17.0,0.039,0.019,0.5,0.004,2021-04-09,21
32.0,21.0,0.041,0.015,0.3,0.003,2021-04-09,22
30.0,17.0,0.041,0.013,0.3,0.004,2021-04-09,23
30.0,19.0,0.043,0.009,0.3,0.002,2021-04-10,0
30.0,20.0,0.045,0.007,0.3,0.002,2021-04-10,1
28.0,18.0,0.047,0.006,0.3,0.002,2021-04-10,2
27.0,19.0,0.048,0.005,0.2,0.002,2021-04-10,3
27.0,19.0,0.049,0.005,0.2,0.002,2021-04-10,4
28.0,16.0,0.049,0.005,0.2,0.002,2021-04-10,5
27.0,20.0,0.048,0.006,0.2,0.002,2021-04-10,6
27.0,22.0,0.045,0.01,0.2,0.002,2021-04-10,7
22.0,16.0,0.045,0.009,0.2,0.002,2021-04-10,8
27.0,13.0,0.044,0.011,0.2,0.002,2021-04-10,9
25.0,15.0,0.043,0.011,0.2,0.004,2021-04-10,10
21.0,16.0,0.042,0.013,0.2,0.003,2021-04-10,11
27.0,16.0,0.042,0.015,0.4,0.005,2021-04-10,12
27.0,15.0,0.047,0.012,0.5,0.005,2021-04-10,13
27.0,9.0,0.05,0.011,0.2,0.003,2021-04-10,14
26.0,16.0,0.036,0.032,0.2,0.004,2021-04-10,15
25.0,17.0,0.045,0.026,0.2,0.004,2021-04-10,16
29.0,17.0,0.057,0.023,0.2,0.005,2021-04-10,17
35.0,16.0,0.047,0.024,0.3,0.007,2021-04-10,18
27.0,15.0,0.034,0.029,0.3,0.009,2021-04-10,19
34.0,21.0,0.034,0.026,0.3,0.008,2021-04-10,20
39.0,33.0,0.036,0.017,0.4,0.003,2021-04-10,21
21.0,13.0,0.042,0.011,0.3,0.003,2021-04-10,22
24.0,16.0,0.04,0.009,0.3,0.002,2021-04-10,23
22.0,18.0,0.039,0.009,0.2,0.002,2021-04-11,0
27.0,19.0,0.035,0.009,0.3,0.002,2021-04-11,1
20.0,15.0,0.031,0.009,0.3,0.002,2021-04-11,2
21.0,15.0,0.025,0.01,0.4,0.002,2021-04-11,3
20.0,12.0,0.03,0.006,0.2,0.002,2021-04-11,4
21.0,18.0,0.028,0.009,0.2,0.002,2021-04-11,5
21.0,14.0,0.029,0.008,0.2,0.002,2021-04-11,6
21.0,17.0,0.026,0.011,0.2,0.002,2021-04-11,7
20.0,14.0,0.029,0.013,0.2,0.002,2021-04-11,8
21.0,16.0,0.039,0.009,0.2,0.003,2021-04-11,9
26.0,14.0,0.039,0.012,0.3,0.005,2021-04-11,10
45.0,21.0,0.028,0.033,1.2,0.02,2021-04-11,11
23.0,14.0,0.033,0.028,0.4,0.008,2021-04-11,12
25.0,10.0,0.036,0.028,0.2,0.004,2021-04-11,13
20.0,11.0,0.051,0.014,0.2,0.002,2021-04-11,14
17.0,12.0,0.051,0.019,0.2,0.002,2021-04-11,15
20.0,15.0,0.054,0.019,0.2,0.002,2021-04-11,16
23.0,16.0,0.041,0.033,0.3,0.003,2021-04-11,17
26.0,17.0,0.044,0.029,0.3,0.003,2021-04-11,18
30.0,14.0,0.029,0.05,0.3,0.004,2021-04-11,19
31.0,21.0,0.032,0.039,0.3,0.005,2021-04-11,20
31.0,18.0,0.036,0.021,0.3,0.003,2021-04-11,21
35.0,18.0,0.035,0.021,0.4,0.004,2021-04-11,22
35.0,23.0,0.035,0.022,0.4,0.006,2021-04-11,23
23.0,17.0,0.047,0.011,0.3,0.004,2021-04-12,0
25.0,24.0,0.048,0.009,0.2,0.004,2021-04-12,1
23.0,17.0,0.049,0.007,0.2,0.003,2021-04-12,2
21.0,17.0,0.048,0.006,0.2,0.002,2021-04-12,3
16.0,14.0,0.048,0.006,0.2,0.002,2021-04-12,4
23.0,13.0,0.047,0.007,0.2,0.002,2021-04-12,5
19.0,12.0,0.046,0.007,0.2,0.002,2021-04-12,6
16.0,12.0,0.042,0.01,0.2,0.002,2021-04-12,7
19.0,15.0,0.034,0.02,0.2,0.002,2021-04-12,8
23.0,20.0,0.024,0.031,0.3,0.002,2021-04-12,9
21.0,17.0,0.029,0.03,0.4,0.004,2021-04-12,10
28.0,14.0,0.025,0.034,0.3,0.003,2021-04-12,11
27.0,19.0,0.028,0.029,0.3,0.003,2021-04-12,12
28.0,20.0,0.034,0.022,0.3,0.003,2021-04-12,13
23.0,22.0,0.02,0.037,0.3,0.003,2021-04-12,14
23.0,21.0,0.033,0.023,0.3,0.003,2021-04-12,15
20.0,19.0,0.034,0.022,0.3,0.003,2021-04-12,16
21.0,18.0,0.021,0.035,0.3,0.003,2021-04-12,17
18.0,17.0,0.025,0.028,0.3,0.003,2021-04-12,18
17.0,17.0,0.024,0.028,0.5,0.004,2021-04-12,19
25.0,24.0,0.015,0.034,0.9,0.004,2021-04-12,20
12.0,9.0,0.032,0.022,0.3,0.002,2021-04-12,21
13.0,10.0,0.042,0.018,0.2,0.002,2021-04-12,22
15.0,14.0,0.045,0.015,0.3,0.002,2021-04-12,23
15.0,12.0,0.041,0.019,0.3,0.003,2021-04-13,0
,,0.039,0.02,0.3,0.002,2021-04-13,1
7.0,12.0,0.05,0.006,0.2,0.002,2021-04-13,2
7.0,9.0,0.05,0.005,0.3,0.002,2021-04-13,3
11.0,9.0,0.048,0.005,0.3,0.002,2021-04-13,4
9.0,13.0,0.047,0.005,0.3,0.002,2021-04-13,5
8.0,10.0,0.046,0.005,0.3,0.001,2021-04-13,6
5.0,9.0,0.041,0.009,0.3,0.002,2021-04-13,7
6.0,8.0,0.038,0.012,0.3,0.002,2021-04-13,8
9.0,6.0,0.036,0.014,0.3,0.002,2021-04-13,9
11.0,9.0,0.037,0.012,0.2,0.002,2021-04-13,10
13.0,7.0,0.035,0.015,0.3,0.002,2021-04-13,11
16.0,6.0,0.037,0.015,0.3,0.002,2021-04-13,12
17.0,14.0,0.049,0.011,0.3,0.001,2021-04-13,13
21.0,11.0,0.048,0.014,0.3,0.002,2021-04-13,14
31.0,15.0,0.048,0.013,0.3,0.002,2021-04-13,15
28.0,17.0,0.045,0.015,0.3,0.002,2021-04-13,16
35.0,15.0,0.043,0.013,0.3,0.002,2021-04-13,17
35.0,17.0,0.04,0.012,0.3,0.002,2021-04-13,18
31.0,16.0,0.041,0.008,0.3,0.002,2021-04-13,19
31.0,14.0,0.043,0.006,0.2,0.001,2021-04-13,20
27.0,18.0,0.042,0.007,0.2,0.001,2021-04-13,21
27.0,14.0,0.044,0.005,0.2,0.001,2021-04-13,22
27.0,19.0,0.046,0.004,0.2,0.001,2021-04-13,23
,9.0,0.047,0.004,0.2,0.001,2021-04-14,0
25.0,13.0,0.048,0.003,0.2,0.001,2021-04-14,1
35.0,17.0,0.049,0.003,0.1,0.001,2021-04-14,2
26.0,13.0,0.048,0.004,0.1,0.001,2021-04-14,3
27.0,20.0,0.047,0.004,0.1,0.001,2021-04-14,4
28.0,22.0,0.045,0.005,0.1,0.001,2021-04-14,5
31.0,20.0,0.044,0.005,0.1,0.001,2021-04-14,6
29.0,20.0,0.035,0.013,0.2,0.002,2021-04-14,7
27.0,18.0,0.037,0.011,0.2,0.002,2021-04-14,8
26.0,20.0,0.035,0.014,0.2,0.002,2021-04-14,9
26.0,19.0,0.033,0.016,0.2,0.002,2021-04-14,10
33.0,21.0,0.037,0.013,0.2,0.002,2021-04-14,11
29.0,17.0,0.035,0.022,0.2,0.003,2021-04-14,12
30.0,16.0,0.046,0.011,0.2,0.002,2021-04-14,13
25.0,14.0,0.047,0.01,0.2,0.002,2021-04-14,14
29.0,16.0,0.046,0.015,0.2,0.002,2021-04-14,15
35.0,15.0,0.048,0.015,0.2,0.002,2021-04-14,16
37.0,17.0,0.049,0.014,0.2,0.002,2021-04-14,17
35.0,15.0,0.052,0.012,0.3,0.002,2021-04-14,18
29.0,15.0,0.055,0.009,0.3,0.002,2021-04-14,19
34.0,19.0,0.057,0.008,0.3,0.002,2021-04-14,20
39.0,22.0,0.055,0.008,0.3,0.002,2021-04-14,21
38.0,21.0,0.044,0.019,0.3,0.002,2021-04-14,22
37.0,23.0,0.045,0.015,0.3,0.002,2021-04-14,23
39.0,23.0,0.048,0.008,0.2,0.002,2021-04-15,0
31.0,20.0,0.047,0.007,0.2,0.002,2021-04-15,1
28.0,24.0,0.035,0.009,0.2,0.002,2021-04-15,2
32.0,25.0,0.031,0.011,0.2,0.002,2021-04-15,3
32.0,26.0,0.023,0.017,0.2,0.002,2021-04-15,4
34.0,24.0,0.02,0.021,0.3,0.002,2021-04-15,5
44.0,28.0,0.008,0.032,0.6,0.002,2021-04-15,6
52.0,30.0,0.007,0.037,0.8,0.003,2021-04-15,7
57.0,39.0,0.009,0.04,0.6,0.005,2021-04-15,8
54.0,33.0,0.015,0.042,0.4,0.006,2021-04-15,9
46.0,18.0,0.036,0.024,0.2,0.004,2021-04-15,10
69.0,29.0,0.03,0.035,0.6,0.014,2021-04-15,11
67.0,28.0,0.033,0.036,1.2,0.022,2021-04-15,12
55.0,27.0,0.045,0.023,0.9,0.013,2021-04-15,13
45.0,20.0,0.038,0.03,0.8,0.012,2021-04-15,14
37.0,14.0,0.048,0.017,0.4,0.005,2021-04-15,15
35.0,19.0,0.051,0.021,0.4,0.008,2021-04-15,16
43.0,21.0,0.058,0.023,0.3,0.008,2021-04-15,17
43.0,21.0,0.042,0.037,0.3,0.008,2021-04-15,18
43.0,22.0,0.053,0.025,0.3,0.007,2021-04-15,19
34.0,19.0,0.043,0.025,0.2,0.006,2021-04-15,20
30.0,14.0,0.033,0.025,0.3,0.003,2021-04-15,21
36.0,21.0,0.029,0.023,0.3,0.002,2021-04-15,22
41.0,20.0,0.03,0.022,0.2,0.003,2021-04-15,23
38.0,22.0,0.027,0.019,0.2,0.003,2021-04-16,0
32.0,22.0,0.025,0.018,0.2,0.003,2021-04-16,1
31.0,15.0,0.018,0.023,0.2,0.002,2021-04-16,2
45.0,27.0,0.01,0.03,0.5,0.003,2021-04-16,3
44.0,33.0,0.006,0.033,0.5,0.003,2021-04-16,4
45.0,33.0,0.005,0.034,0.4,0.003,2021-04-16,5
49.0,33.0,0.003,0.036,0.4,0.003,2021-04-16,6
49.0,31.0,0.002,0.041,0.4,0.004,2021-04-16,7
60.0,39.0,0.003,0.046,0.6,0.007,2021-04-16,8
,,0.004,0.052,1.0,0.014,2021-04-16,9
,,,,,,2021-04-16,10
,,,,,,2021-04-16,11
,,,,,,2021-04-16,12
,,,,,,2021-04-16,13
33.0,21.0,,,,,2021-04-16,14
42.0,18.0,0.058,0.028,0.3,0.003,2021-04-16,15
38.0,20.0,0.055,0.022,0.3,0.003,2021-04-16,16
42.0,18.0,0.056,0.021,0.4,0.002,2021-04-16,17
43.0,27.0,0.037,0.044,0.4,0.005,2021-04-16,18
44.0,25.0,0.036,0.043,0.4,0.005,2021-04-16,19
39.0,24.0,0.039,0.037,0.4,0.005,2021-04-16,20
41.0,19.0,0.037,0.034,0.4,0.004,2021-04-16,21
34.0,21.0,0.034,0.03,0.4,0.003,2021-04-16,22
33.0,19.0,0.044,0.015,0.4,0.002,2021-04-16,23
36.0,22.0,0.048,0.009,0.4,0.002,2021-04-17,0
37.0,32.0,0.041,0.01,0.4,0.002,2021-04-17,1
41.0,26.0,0.035,0.011,0.4,0.002,2021-04-17,2
35.0,28.0,0.03,0.011,0.4,0.002,2021-04-17,3
36.0,27.0,0.027,0.011,0.4,0.002,2021-04-17,4
33.0,20.0,0.022,0.012,0.4,0.002,2021-04-17,5
34.0,27.0,0.014,0.018,0.4,0.002,2021-04-17,6
44.0,31.0,0.008,0.027,0.5,0.002,2021-04-17,7
45.0,31.0,0.017,0.022,0.4,0.002,2021-04-17,8
52.0,35.0,0.037,0.015,0.4,0.002,2021-04-17,9
59.0,34.0,0.046,0.014,0.5,0.002,2021-04-17,10
155.0,39.0,0.045,0.012,0.4,0.002,2021-04-17,11
162.0,40.0,0.044,0.01,0.4,0.002,2021-04-17,12
184.0,41.0,0.046,0.006,0.4,0.002,2021-04-17,13
154.0,32.0,0.047,0.008,0.4,0.002,2021-04-17,14
201.0,30.0,0.049,0.006,0.4,0.002,2021-04-17,15
86.0,17.0,0.051,0.005,0.4,0.002,2021-04-17,16
64.0,14.0,0.051,0.004,0.4,0.002,2021-04-17,17
47.0,15.0,0.049,0.004,0.4,0.002,2021-04-17,18
47.0,15.0,0.048,0.004,0.4,0.002,2021-04-17,19
38.0,11.0,0.047,0.004,0.4,0.002,2021-04-17,20
36.0,10.0,0.046,0.003,0.3,0.002,2021-04-17,21
27.0,10.0,0.045,0.003,0.3,0.002,2021-04-17,22
26.0,10.0,0.043,0.004,0.3,0.002,2021-04-17,23
27.0,7.0,0.042,0.004,0.3,0.002,2021-04-18,0
26.0,10.0,0.044,0.004,0.4,0.002,2021-04-18,1
27.0,11.0,0.043,0.005,0.4,0.002,2021-04-18,2
39.0,12.0,0.043,0.004,0.3,0.002,2021-04-18,3
35.0,13.0,0.043,0.004,0.3,0.002,2021-04-18,4
32.0,16.0,0.041,0.004,0.3,0.002,2021-04-18,5
26.0,14.0,0.04,0.004,0.3,0.001,2021-04-18,6
25.0,17.0,0.037,0.005,0.3,0.001,2021-04-18,7
30.0,14.0,0.035,0.005,0.3,0.001,2021-04-18,8
37.0,17.0,0.037,0.004,0.3,0.001,2021-04-18,9
56.0,19.0,0.039,0.004,0.3,0.001,2021-04-18,10
58.0,17.0,0.041,0.004,0.3,0.001,2021-04-18,11
48.0,15.0,0.043,0.004,0.3,0.001,2021-04-18,12
48.0,16.0,0.046,0.004,0.3,0.001,2021-04-18,13
54.0,15.0,0.047,0.004,0.3,0.002,2021-04-18,14
56.0,17.0,0.049,0.004,0.3,0.002,2021-04-18,15
52.0,14.0,0.051,0.004,0.3,0.001,2021-04-18,16
44.0,13.0,0.053,0.003,0.3,0.001,2021-04-18,17
47.0,13.0,0.054,0.004,0.4,0.001,2021-04-18,18
39.0,15.0,0.057,0.004,0.4,0.001,2021-04-18,19
37.0,24.0,0.06,0.004,0.4,0.002,2021-04-18,20
38.0,19.0,0.06,0.004,0.4,0.001,2021-04-18,21
35.0,22.0,0.057,0.005,0.4,0.001,2021-04-18,22
28.0,20.0,0.055,0.005,0.4,0.002,2021-04-18,23
30.0,19.0,0.052,0.005,0.4,0.001,2021-04-19,0
26.0,24.0,0.051,0.005,0.4,0.001,2021-04-19,1
29.0,19.0,0.05,0.005,0.4,0.002,2021-04-19,2
35.0,19.0,0.053,0.005,0.3,0.002,2021-04-19,3
32.0,18.0,0.052,0.006,0.3,0.002,2021-04-19,4
34.0,20.0,0.051,0.008,0.3,0.002,2021-04-19,5
40.0,26.0,0.051,0.011,0.3,0.002,2021-04-19,6
45.0,22.0,0.049,0.014,0.3,0.002,2021-04-19,7
38.0,24.0,0.039,0.024,0.4,0.002,2021-04-19,8
49.0,20.0,0.04,0.023,0.4,0.002,2021-04-19,9
50.0,18.0,0.047,0.019,0.3,0.002,2021-04-19,10
47.0,16.0,0.054,0.017,0.3,0.002,2021-04-19,11
46.0,20.0,0.059,0.016,0.3,0.002,2021-04-19,12
39.0,20.0,0.065,0.011,0.4,0.002,2021-04-19,13
49.0,18.0,0.062,0.017,0.3,0.002,2021-04-19,14
48.0,23.0,0.064,0.016,0.3,0.002,2021-04-19,15
47.0,20.0,0.064,0.018,0.3,0.002,2021-04-19,16
50.0,21.0,0.064,0.021,0.4,0.002,2021-04-19,17
52.0,21.0,0.068,0.015,0.4,0.002,2021-04-19,18
54.0,24.0,0.074,0.01,0.4,0.002,2021-04-19,19
56.0,25.0,0.075,0.009,0.4,0.002,2021-04-19,20
59.0,30.0,0.076,0.009,0.4,0.002,2021-04-19,21
61.0,31.0,0.072,0.01,0.5,0.002,2021-04-19,22
51.0,28.0,0.066,0.011,0.5,0.002,2021-04-19,23
60.0,29.0,0.067,0.01,0.4,0.002,2021-04-20,0
54.0,32.0,0.069,0.008,0.4,0.002,2021-04-20,1
51.0,26.0,0.07,0.008,0.4,0.002,2021-04-20,2
44.0,28.0,0.058,0.01,0.4,0.002,2021-04-20,3
46.0,29.0,0.051,0.013,0.4,0.002,2021-04-20,4
44.0,28.0,0.04,0.021,0.4,0.002,2021-04-20,5
48.0,31.0,0.031,0.028,0.4,0.002,2021-04-20,6
72.0,36.0,0.013,0.048,0.9,0.006,2021-04-20,7
81.0,39.0,0.009,0.057,1.2,0.011,2021-04-20,8
100.0,48.0,0.014,0.061,1.1,0.014,2021-04-20,9
102.0,53.0,0.017,0.062,1.0,0.012,2021-04-20,10
105.0,50.0,0.027,0.058,1.4,0.02,2021-04-20,11
104.0,48.0,0.037,0.051,1.6,0.026,2021-04-20,12
101.0,53.0,0.045,0.052,2.4,0.029,2021-04-20,13
71.0,45.0,0.093,0.055,1.9,0.029,2021-04-20,14
69.0,46.0,0.147,0.033,1.0,0.014,2021-04-20,15
58.0,33.0,0.117,0.037,0.7,0.008,2021-04-20,16
54.0,32.0,0.105,0.043,0.6,0.008,2021-04-20,17
58.0,29.0,0.076,0.042,0.6,0.007,2021-04-20,18
51.0,28.0,0.066,0.04,0.6,0.006,2021-04-20,19
45.0,28.0,0.038,0.052,0.6,0.004,2021-04-20,20
48.0,28.0,0.043,0.039,0.6,0.004,2021-04-20,21
50.0,28.0,0.036,0.039,0.6,0.004,2021-04-20,22
47.0,31.0,0.034,0.032,0.5,0.004,2021-04-20,23
49.0,31.0,0.038,0.025,0.5,0.003,2021-04-21,0
48.0,34.0,0.042,0.02,0.5,0.003,2021-04-21,1
46.0,33.0,0.046,0.018,0.5,0.003,2021-04-21,2
53.0,33.0,0.036,0.023,0.6,0.003,2021-04-21,3
56.0,38.0,0.023,0.034,0.6,0.004,2021-04-21,4
58.0,36.0,0.022,0.033,0.6,0.004,2021-04-21,5
60.0,41.0,0.014,0.041,0.7,0.004,2021-04-21,6
67.0,42.0,0.01,0.049,0.8,0.004,2021-04-21,7
69.0,46.0,0.015,0.05,0.8,0.006,2021-04-21,8
84.0,47.0,0.019,0.054,0.9,0.009,2021-04-21,9
92.0,44.0,0.045,0.041,0.8,0.011,2021-04-21,10
78.0,35.0,0.076,0.02,0.5,0.006,2021-04-21,11
75.0,34.0,0.083,0.021,0.5,0.005,2021-04-21,12
73.0,36.0,0.074,0.038,0.5,0.004,2021-04-21,13
75.0,39.0,0.094,0.021,0.5,0.004,2021-04-21,14
73.0,33.0,0.064,0.053,0.5,0.004,2021-04-21,15
85.0,37.0,0.058,0.056,0.5,0.007,2021-04-21,16
72.0,35.0,0.063,0.048,0.5,0.005,2021-04-21,17
80.0,38.0,0.04,0.072,0.6,0.007,2021-04-21,18
70.0,37.0,0.05,0.064,0.6,0.006,2021-04-21,19
81.0,41.0,0.022,0.087,0.7,0.007,2021-04-21,20
71.0,37.0,0.024,0.067,0.8,0.007,2021-04-21,21
64.0,35.0,0.042,0.029,0.8,0.006,2021-04-21,22
76.0,39.0,0.045,0.028,0.7,0.005,2021-04-21,23
72.0,40.0,0.042,0.027,0.7,0.005,2021-04-22,0
62.0,42.0,0.044,0.024,0.7,0.004,2021-04-22,1
68.0,44.0,0.034,0.029,0.7,0.004,2021-04-22,2
72.0,43.0,0.037,0.024,0.8,0.005,2021-04-22,3
76.0,46.0,0.032,0.027,0.8,0.006,2021-04-22,4
72.0,38.0,0.03,0.033,0.8,0.007,2021-04-22,5
81.0,49.0,0.02,0.04,0.9,0.006,2021-04-22,6
65.0,38.0,0.027,0.04,0.7,0.005,2021-04-22,7
65.0,38.0,0.035,0.037,0.6,0.006,2021-04-22,8
80.0,40.0,0.043,0.039,0.7,0.007,2021-04-22,9
,,0.056,0.029,0.5,0.004,2021-04-22,10
,,,,,,2021-04-22,11
,,,,,,2021-04-22,12
68.0,28.0,,,,,2021-04-22,13
69.0,33.0,0.034,0.057,0.3,0.004,2021-04-22,14
70.0,32.0,0.042,0.055,0.4,0.004,2021-04-22,15
53.0,29.0,0.057,0.039,0.4,0.003,2021-04-22,16
69.0,35.0,0.045,0.051,0.4,0.007,2021-04-22,17
71.0,38.0,0.039,0.055,0.5,0.01,2021-04-22,18
67.0,37.0,0.03,0.061,0.5,0.009,2021-04-22,19
59.0,35.0,0.044,0.039,0.3,0.004,2021-04-22,20
58.0,28.0,0.048,0.031,0.2,0.003,2021-04-22,21
52.0,30.0,0.051,0.023,0.2,0.002,2021-04-22,22
55.0,27.0,0.049,0.022,0.2,0.003,2021-04-22,23
55.0,27.0,0.049,0.02,0.3,0.007,2021-04-23,0
50.0,28.0,0.044,0.025,0.3,0.007,2021-04-23,1
62.0,30.0,0.029,0.046,0.5,0.009,2021-04-23,2
69.0,25.0,0.044,0.026,0.4,0.011,2021-04-23,3
59.0,21.0,0.056,0.01,0.2,0.003,2021-04-23,4
70.0,27.0,0.053,0.01,0.2,0.003,2021-04-23,5
74.0,25.0,0.054,0.01,0.2,0.003,2021-04-23,6
81.0,24.0,0.049,0.016,0.2,0.002,2021-04-23,7
88.0,23.0,0.049,0.014,0.2,0.002,2021-04-23,8
78.0,17.0,0.046,0.014,0.2,0.002,2021-04-23,9
59.0,18.0,0.048,0.012,0.1,0.002,2021-04-23,10
50.0,15.0,0.051,0.01,0.1,0.002,2021-04-23,11
50.0,15.0,0.05,0.013,0.3,0.005,2021-04-23,12
54.0,22.0,0.049,0.02,0.5,0.009,2021-04-23,13
51.0,22.0,0.055,0.021,0.9,0.012,2021-04-23,14
51.0,20.0,0.061,0.019,0.3,0.005,2021-04-23,15
43.0,22.0,0.055,0.029,0.2,0.003,2021-04-23,16
37.0,19.0,0.051,0.034,0.1,0.003,2021-04-23,17
33.0,20.0,0.051,0.033,0.1,0.003,2021-04-23,18
46.0,22.0,0.051,0.03,0.1,0.003,2021-04-23,19
51.0,24.0,0.049,0.019,0.1,0.003,2021-04-23,20
61.0,22.0,0.054,0.008,0.2,0.002,2021-04-23,21
46.0,19.0,0.055,0.006,0.1,0.001,2021-04-23,22
41.0,16.0,0.055,0.005,0.1,0.001,2021-04-23,23
32.0,18.0,0.058,0.004,0.1,0.001,2021-04-24,0
27.0,19.0,0.06,0.004,0.1,0.001,2021-04-24,1
28.0,17.0,0.061,0.004,0.1,0.001,2021-04-24,2
21.0,16.0,0.061,0.004,0.1,0.001,2021-04-24,3
25.0,16.0,0.06,0.004,0.1,0.001,2021-04-24,4
24.0,16.0,0.059,0.005,0.1,0.001,2021-04-24,5
24.0,13.0,0.057,0.006,0.1,0.001,2021-04-24,6
19.0,16.0,0.056,0.006,0.1,0.001,2021-04-24,7
24.0,16.0,0.055,0.007,0.1,0.001,2021-04-24,8
22.0,19.0,0.055,0.007,0.1,0.001,2021-04-24,9
31.0,25.0,0.043,0.022,0.4,0.006,2021-04-24,10
34.0,18.0,0.044,0.025,0.3,0.005,2021-04-24,11
32.0,23.0,0.048,0.023,0.1,0.003,2021-04-24,12
37.0,20.0,0.052,0.022,0.2,0.004,2021-04-24,13
41.0,21.0,0.04,0.044,0.2,0.005,2021-04-24,14
39.0,24.0,0.063,0.028,0.1,0.005,2021-04-24,15
53.0,26.0,0.075,0.02,0.2,0.006,2021-04-24,16
40.0,23.0,0.066,0.022,0.2,0.005,2021-04-24,17
40.0,21.0,0.063,0.013,0.1,0.002,2021-04-24,18
39.0,17.0,0.06,0.011,0.1,0.002,2021-04-24,19
41.0,21.0,0.045,0.023,0.1,0.002,2021-04-24,20
33.0,20.0,0.047,0.019,0.1,0.002,2021-04-24,21
29.0,19.0,0.053,0.009,0.1,0.002,2021-04-24,22
37.0,16.0,0.05,0.009,0.1,0.002,2021-04-24,23
33.0,19.0,0.049,0.01,0.1,0.002,2021-04-25,0
31.0,14.0,0.046,0.008,0.3,0.001,2021-04-25,1
30.0,19.0,0.046,0.008,0.2,0.001,2021-04-25,2
32.0,20.0,0.046,0.007,0.1,0.002,2021-04-25,3
34.0,21.0,0.045,0.006,0.1,0.001,2021-04-25,4
36.0,18.0,0.042,0.007,0.1,0.001,2021-04-25,5
31.0,22.0,0.035,0.008,0.1,0.001,2021-04-25,6
33.0,24.0,0.031,0.011,0.1,0.001,2021-04-25,7
45.0,25.0,0.024,0.023,0.2,0.003,2021-04-25,8
61.0,36.0,0.028,0.026,0.5,0.009,2021-04-25,9
50.0,28.0,0.053,0.011,0.2,0.004,2021-04-25,10
54.0,30.0,0.057,0.013,0.2,0.003,2021-04-25,11
53.0,29.0,0.051,0.03,0.2,0.004,2021-04-25,12
49.0,32.0,0.064,0.017,0.2,0.003,2021-04-25,13
53.0,32.0,0.072,0.016,0.2,0.007,2021-04-25,14
48.0,29.0,0.067,0.014,0.2,0.005,2021-04-25,15
48.0,21.0,0.065,0.014,0.1,0.004,2021-04-25,16
41.0,20.0,0.055,0.017,0.1,0.003,2021-04-25,17
42.0,13.0,0.055,0.015,0.1,0.003,2021-04-25,18
39.0,21.0,0.046,0.019,0.1,0.002,2021-04-25,19
42.0,20.0,0.046,0.016,0.1,0.002,2021-04-25,20
39.0,17.0,0.045,0.015,0.1,0.002,2021-04-25,21
28.0,21.0,0.051,0.006,0.1,0.002,2021-04-25,22
